Customer ID,Recency,Frequency,Monetary,Total Orders,Average Price,Cluster
12849,16.0,74.0,230.61999999999998,74.0,3.1164864864864867,1
12851,112.0,28.000000000000007,74.0,28.000000000000007,2.642857142857143,1
12853,62.00000000000001,61.0,170.70000000000005,61.0,2.798360655737705,1
12854,196.0,142.0,349.75,142.0,2.4630281690140845,0
12855,7.0,62.000000000000014,137.4,62.000000000000014,2.2161290322580647,1
12857,71.0,65.00000000000001,173.95000000000005,65.00000000000001,2.6761538461538463,1
12858,18.0,36.00000000000001,101.52,36.00000000000001,2.82,1
12859,93.0,20.000000000000014,48.29999999999998,20.000000000000014,2.415,1
12860,328.0,14.0,20.870000000000033,14.0,1.4907142857142859,0
12861,254.0,3.000000000000014,11.25,3.000000000000014,3.75,0
12862,60.0,121.0,294.17999999999995,121.0,2.4312396694214877,1
12863,14.0,28.000000000000007,61.29999999999998,28.000000000000007,2.189285714285714,1
12864,143.0,1.0000000000000142,0.950000000000017,1.0000000000000142,0.9499999999999997,1
12867,32.0,511.0,704.62,511.0,1.378904109589041,2
12868,8.0,39.00000000000001,109.00000000000001,39.00000000000001,2.7948717948717947,1
12869,316.0,36.00000000000001,82.57000000000002,36.00000000000001,2.293611111111111,0
12870,10.0,80.0,180.58000000000004,80.0,2.25725,1
12872,0.0,352.0,838.6199999999999,352.0,2.3824431818181817,2
12873,32.0,24.0,79.29999999999998,24.0,3.3041666666666667,1
12877,35.99999999999999,118.0,240.70999999999998,118.0,2.0399152542372883,1
12880,16.0,35.0,147.87000000000003,35.0,4.224857142857143,1
12887,18.0,11.0,33.950000000000045,11.0,3.0863636363636364,1
12889,16.0,19.0,72.63,19.0,3.822631578947368,1
12890,22.0,54.000000000000014,101.19,54.000000000000014,1.873888888888889,1
12892,31.0,17.0,49.629999999999995,17.0,2.9194117647058824,1
12894,210.0,18.000000000000014,72.85000000000002,18.000000000000014,4.047222222222222,0
12897,16.0,8.0,32.10000000000002,8.0,4.0125,1
12898,294.0,25.0,54.56000000000003,25.0,2.1824,0
12899,48.00000000000001,12.000000000000014,33.30000000000001,12.000000000000014,2.775,1
12900,57.0,11.0,25.77000000000001,11.0,2.3427272727272728,1
12903,63.00000000000001,41.0,93.59,41.0,2.2826829268292683,1
12905,211.0,44.0,105.87000000000002,44.0,2.4061363636363637,0
12907,30.0,20.000000000000014,57.660000000000025,20.000000000000014,2.883,1
12909,59.00000000000001,59.00000000000001,115.08,59.00000000000001,1.950508474576271,1
12910,14.0,46.000000000000014,93.97,46.000000000000014,2.042826086956522,1
12911,186.0,216.0,520.39,216.0,2.409212962962963,0
12913,3.0,26.000000000000007,81.70000000000002,26.000000000000007,3.1423076923076922,1
12914,34.99999999999999,6.0,8.840000000000032,6.0,1.4733333333333336,1
12915,7.0,33.99999999999999,81.42000000000003,33.99999999999999,2.394705882352941,1
12916,77.0,57.000000000000014,214.31999999999996,57.000000000000014,3.76,1
12917,34.99999999999999,31.999999999999993,92.25,31.999999999999993,2.8828125,1
12920,206.0,31.000000000000007,69.0,31.000000000000007,2.225806451612903,0
12921,0.9999999999999858,747.0,1525.14,747.0,2.041686746987952,2
12923,25.0,26.000000000000007,65.10000000000002,26.000000000000007,2.503846153846154,1
12924,28.000000000000007,39.00000000000001,85.03000000000003,39.00000000000001,2.18025641025641,1
12925,227.0,4.000000000000014,1.6800000000000068,4.000000000000014,0.41999999999999993,0
12926,46.0,256.0,588.14,256.0,2.297421875,1
12927,29.0,10.000000000000014,14.189999999999998,10.000000000000014,1.419,1
12928,13.0,90.99999999999999,178.16000000000003,90.99999999999999,1.9578021978021978,1
12931,184.0,19.0,49.74000000000001,19.0,2.6178947368421053,0
12932,174.0,85.0,191.31000000000003,85.0,2.2507058823529413,0
12933,15.0,166.0,452.34000000000003,166.0,2.7249397590361446,1
12934,371.0,1.0000000000000142,3.390000000000015,1.0000000000000142,3.39,0
12935,10.0,115.0,298.85,115.0,2.5986956521739133,1
12937,98.0,90.99999999999999,169.23000000000002,90.99999999999999,1.8596703296703296,1
12939,24.0,2.000000000000014,6.78000000000003,2.000000000000014,3.39,1
12941,359.0,24.0,42.83000000000004,24.0,1.7845833333333332,0
12942,0.0,13.0,53.55000000000001,13.0,4.11923076923077,1
12943,193.0,16.0,24.30000000000001,16.0,1.51875,0
12945,291.0,27.0,67.08000000000001,27.0,2.4844444444444442,0
12946,71.0,18.000000000000014,44.650000000000034,18.000000000000014,2.4805555555555556,1
12947,8.0,15.000000000000014,30.430000000000035,15.000000000000014,2.0286666666666666,1
12948,365.0,8.0,14.400000000000034,8.0,1.8000000000000003,0
12949,17.0,453.0,1216.46,453.0,2.6853421633554087,2
12951,21.0,125.0,303.69999999999993,125.0,2.4295999999999998,1
12953,157.0,26.000000000000007,80.71000000000004,26.000000000000007,3.1042307692307696,0
12954,273.0,9.0,18.400000000000006,9.0,2.0444444444444443,0
12956,319.0,22.0,42.00000000000003,22.0,1.9090909090909092,0
12957,176.0,227.0,727.54,227.0,3.2050220264317177,0
12958,34.99999999999999,44.0,160.94,44.0,3.6577272727272727,1
12959,119.0,5.0,12.75,5.0,2.55,1
12960,48.00000000000001,63.0,140.69000000000003,63.0,2.233174603174603,1
12961,14.0,39.00000000000001,64.76000000000002,39.00000000000001,1.6605128205128206,1
12963,0.0,87.0,264.64,87.0,3.04183908045977,1
12964,72.0,26.000000000000007,94.17000000000003,26.000000000000007,3.621923076923077,1
12967,6.0,48.000000000000014,124.61000000000001,48.000000000000014,2.596041666666667,1
12969,237.0,4.000000000000014,10.200000000000017,4.000000000000014,2.55,0
12970,15.0,206.0,400.16,206.0,1.9425242718446603,1
12971,0.9999999999999858,93.0,253.64,93.0,2.7273118279569895,1
12972,48.00000000000001,64.0,140.91000000000003,64.0,2.20171875,1
12973,48.00000000000001,4.000000000000014,12.500000000000028,4.000000000000014,3.125,1
12974,200.0,22.0,94.96,22.0,4.316363636363636,0
12975,71.0,98.0,331.27,98.0,3.3803061224489794,1
12976,13.0,120.0,175.77000000000004,120.0,1.46475,1
12977,136.0,44.0,129.42000000000007,44.0,2.941363636363637,1
12978,20.0,158.0,407.86,158.0,2.581392405063291,1
12980,50.0,6.0,26.640000000000015,6.0,4.440000000000001,1
12982,29.0,133.0,319.21,133.0,2.4000751879699247,1
12983,233.0,24.0,28.79000000000002,24.0,1.1995833333333332,0
12986,63.00000000000001,83.0,251.95999999999998,83.0,3.0356626506024096,1
12987,55.0,29.999999999999993,69.63,29.999999999999993,2.3209999999999997,1
12989,132.0,13.0,60.25000000000003,13.0,4.634615384615385,0
12990,52.0,14.0,27.30000000000001,14.0,1.95,1
12991,24.0,10.000000000000014,37.890000000000015,10.000000000000014,3.789,1
12992,360.0,6.0,27.30000000000001,6.0,4.55,0
12993,80.0,45.00000000000001,99.55,45.00000000000001,2.212222222222222,1
12996,10.0,16.0,54.450000000000045,16.0,3.403125,1
12997,29.0,46.000000000000014,112.01000000000002,46.000000000000014,2.435,1
12998,127.0,52.0,90.02999999999999,52.0,1.7313461538461539,1
13000,360.0,29.000000000000007,106.4,29.000000000000007,3.6689655172413795,0
13001,39.0,634.0,1577.1,634.0,2.487539432176656,2
13002,51.0,15.000000000000014,44.02000000000004,15.000000000000014,2.9346666666666668,1
13004,21.0,387.0,845.75,387.0,2.1854005167958657,2
13005,66.0,25.0,63.56999999999999,25.0,2.5428,1
13007,214.0,7.0,19.55000000000001,7.0,2.792857142857143,0
13008,32.0,20.000000000000014,58.440000000000026,20.000000000000014,2.9219999999999997,1
13009,307.0,4.000000000000014,7.80000000000004,4.000000000000014,1.95,0
13010,9.0,8.0,19.30000000000001,8.0,2.4125,1
13011,7.0,3.000000000000014,12.650000000000034,3.000000000000014,4.216666666666667,1
13012,64.0,59.00000000000001,126.50000000000003,59.00000000000001,2.1440677966101696,1
13013,6.0,302.0,759.0399999999998,302.0,2.5133774834437084,2
13014,67.0,103.0,237.24,103.0,2.3033009708737864,1
13015,73.0,141.0,312.8299999999999,141.0,2.2186524822695035,1
13018,48.00000000000001,130.0,390.66,130.0,3.005076923076923,1
13019,14.0,54.000000000000014,219.18999999999997,54.000000000000014,4.059074074074074,1
13020,197.00000000000003,37.00000000000001,117.36,37.00000000000001,3.171891891891892,0
13021,9.0,113.99999999999999,348.12,113.99999999999999,3.053684210526316,1
13023,163.0,24.0,73.34,24.0,3.0558333333333336,0
13024,105.0,25.0,88.97000000000003,25.0,3.5587999999999997,1
13025,366.0,10.000000000000014,25.75,10.000000000000014,2.575,0
13026,226.0,36.00000000000001,59.400000000000034,36.00000000000001,1.65,0
13029,9.0,5.0,12.550000000000011,5.0,2.5100000000000002,1
13030,3.0,51.00000000000001,119.73,51.00000000000001,2.3476470588235294,1
13031,42.0,378.0,719.39,378.0,1.903148148148148,2
13032,27.000000000000007,121.0,315.31,121.0,2.6058677685950413,1
13033,64.0,2.000000000000014,4.050000000000011,2.000000000000014,2.025,1
13034,4.0,17.0,42.01000000000002,17.0,2.4711764705882353,1
13035,66.0,12.000000000000014,30.950000000000017,12.000000000000014,2.5791666666666666,1
13036,319.0,1.0000000000000142,1.2500000000000284,1.0000000000000142,1.25,0
13037,34.0,168.0,468.76,168.0,2.790238095238095,1
13039,219.0,40.000000000000014,147.99000000000004,40.000000000000014,3.6997500000000003,0
13041,85.00000000000001,35.0,133.87000000000003,35.0,3.824857142857143,1
13042,233.0,176.0,479.28,176.0,2.723181818181818,0
13044,127.0,338.0,805.76,338.0,2.383905325443787,2
13045,35.99999999999999,25.0,85.87999999999998,25.0,3.4352,1
13046,90.99999999999999,20.000000000000014,55.94,20.000000000000014,2.797,1
13047,8.0,175.0,654.66,175.0,3.740914285714286,1
13048,71.0,128.0,252.21,128.0,1.970390625,1
13049,24.0,9.0,21.390000000000043,9.0,2.376666666666667,1
13050,0.9999999999999858,549.0,1247.56,549.0,2.272422586520947,2
13051,213.0,2.000000000000014,11.700000000000017,2.000000000000014,5.85,0
13052,55.0,214.0,666.1300000000001,214.0,3.1127570093457946,1
13053,256.0,16.0,44.25,16.0,2.765625,0
13055,64.0,73.00000000000001,139.47000000000003,73.00000000000001,1.9105479452054794,1
13056,186.0,15.000000000000014,50.66999999999999,15.000000000000014,3.378,0
13057,165.0,33.0,53.099999999999994,33.0,1.6090909090909091,0
13059,48.00000000000001,159.0,529.18,159.0,3.3281761006289305,1
13063,115.0,12.000000000000014,27.5,12.000000000000014,2.2916666666666665,1
13064,185.0,22.0,63.05000000000001,22.0,2.8659090909090907,0
13065,8.0,55.0,188.62,55.0,3.4294545454545458,1
13067,44.00000000000001,14.0,59.900000000000006,14.0,4.2785714285714285,1
13069,4.0,622.0,1138.3300000000002,622.0,1.830112540192926,2
13070,94.0,24.0,48.80000000000001,24.0,2.033333333333333,1
13071,247.0,10.000000000000014,23.77000000000004,10.000000000000014,2.377,0
13073,46.0,24.0,52.129999999999995,24.0,2.1720833333333336,1
13074,146.0,20.000000000000014,67.6,20.000000000000014,3.3800000000000003,0
13076,91.99999999999999,9.0,35.849999999999994,9.0,3.9833333333333334,1
13077,0.9999999999999858,224.0,473.11,224.0,2.1120982142857145,1
13078,0.9999999999999858,356.0,1176.9600000000003,356.0,3.3060674157303374,2
13079,52.0,11.0,27.689999999999998,11.0,2.5172727272727276,1
13080,35.99999999999999,12.000000000000014,37.849999999999994,12.000000000000014,3.154166666666667,1
13081,6.0,1189.0,2254.5000000000005,1189.0,1.8961312026913373,2
13082,59.00000000000001,38.000000000000014,89.63000000000001,38.000000000000014,2.3586842105263157,1
13083,60.0,2.000000000000014,0.8400000000000318,2.000000000000014,0.41999999999999993,1
13085,314.0,61.0,208.94999999999996,61.0,3.4254098360655734,0
13086,17.0,45.00000000000001,166.48000000000005,45.00000000000001,3.699555555555556,1
13087,360.99999999999994,11.0,44.620000000000005,11.0,4.056363636363637,0
13088,52.0,19.0,70.37000000000003,19.0,3.703684210526316,1
13089,3.0,1301.0,3129.6,1301.0,2.405534204458109,2
13090,0.0,98.0,264.27,98.0,2.6966326530612243,1
13091,364.0,12.000000000000014,28.840000000000003,12.000000000000014,2.4033333333333333,0
13092,49.0,58.0,225.05,58.0,3.8801724137931037,1
13093,8.0,661.0,1624.69,661.0,2.457927382753404,2
13094,24.0,3.000000000000014,7.55000000000004,3.000000000000014,2.516666666666667,1
13097,23.0,515.0,1535.64,515.0,2.981825242718447,2
13101,133.0,39.00000000000001,79.84,39.00000000000001,2.0471794871794873,1
13102,0.0,155.0,393.49,155.0,2.5386451612903227,1
13103,72.0,25.0,44.31999999999999,25.0,1.7728,1
13104,50.0,5.0,15.27000000000001,5.0,3.054,1
13106,48.00000000000001,12.000000000000014,20.400000000000034,12.000000000000014,1.7,1
13107,48.00000000000001,88.99999999999999,166.92000000000002,88.99999999999999,1.875505617977528,1
13108,7.0,27.0,28.319999999999993,27.0,1.048888888888889,1
13109,186.0,21.000000000000014,59.69,21.000000000000014,2.8423809523809522,0
13110,72.0,96.0,396.34000000000003,96.0,4.128541666666667,1
13111,353.0,11.0,23.44999999999999,11.0,2.131818181818182,0
13112,176.0,2.000000000000014,2.9499999999999886,2.000000000000014,1.475,0
13113,0.9999999999999858,155.0,446.25,155.0,2.879032258064516,1
13114,365.0,13.0,50.89000000000004,13.0,3.9146153846153844,0
13115,14.0,184.0,407.71,184.0,2.215815217391304,1
13117,0.0,101.99999999999999,201.87,101.99999999999999,1.9791176470588236,1
13118,11.0,47.0,158.8,47.0,3.3787234042553194,1
13119,303.0,11.0,16.650000000000006,11.0,1.5136363636363634,0
13123,107.0,42.0,114.82000000000001,42.0,2.733809523809524,1
13124,20.0,53.0,117.44,53.0,2.2158490566037736,1
13125,158.0,16.0,47.08000000000001,16.0,2.9425,0
13126,0.9999999999999858,104.0,227.68999999999997,104.0,2.1893269230769232,1
13129,87.00000000000001,8.0,10.699999999999989,8.0,1.3375,1
13131,53.0,92.0,213.56999999999996,92.0,2.3214130434782607,1
13133,94.0,4.000000000000014,12.599999999999994,4.000000000000014,3.1500000000000004,1
13134,37.00000000000001,20.000000000000014,59.200000000000045,20.000000000000014,2.96,1
13135,126.0,15.000000000000014,41.5,15.000000000000014,2.7666666666666666,1
13136,10.0,181.0,491.24,181.0,2.7140331491712706,1
13137,21.0,687.0,1575.7099999999998,687.0,2.293609898107715,2
13138,7.0,35.0,111.76000000000002,35.0,3.1931428571428575,1
13139,72.0,70.00000000000001,145.85000000000002,70.00000000000001,2.0835714285714286,1
13140,0.9999999999999858,66.0,156.91000000000003,66.0,2.3774242424242424,1
13141,20.0,266.0,502.9,266.0,1.8906015037593984,1
13143,219.0,22.0,54.25000000000003,22.0,2.465909090909091,0
13144,66.0,3.000000000000014,9.25,3.000000000000014,3.0833333333333335,1
13145,151.0,2.000000000000014,8.5,2.000000000000014,4.25,0
13148,24.0,399.0,1034.45,399.0,2.592606516290727,2
13150,119.0,3.000000000000014,12.150000000000034,3.000000000000014,4.05,0
13151,260.0,75.0,265.59,75.0,3.5411999999999995,0
13152,52.0,123.99999999999999,382.9,123.99999999999999,3.087903225806452,1
13154,34.0,85.0,227.43999999999997,85.0,2.675764705882353,1
13155,3.0,76.00000000000001,179.92000000000002,76.00000000000001,2.367368421052632,1
13156,20.0,93.99999999999999,236.92999999999998,93.99999999999999,2.520531914893617,1
13157,44.00000000000001,138.0,257.45,138.0,1.8655797101449274,1
13158,23.0,21.000000000000014,43.99000000000001,21.000000000000014,2.094761904761905,1
13161,135.0,19.0,87.69000000000003,19.0,4.615263157894737,0
13162,15.0,131.0,376.76,131.0,2.8760305343511448,1
13163,245.0,2.000000000000014,10.699999999999989,2.000000000000014,5.35,0
13164,204.0,7.0,25.349999999999994,7.0,3.6214285714285714,0
13165,48.00000000000001,3.000000000000014,2.7900000000000205,3.000000000000014,0.9300000000000002,1
13166,49.0,23.000000000000014,43.34000000000003,23.000000000000014,1.8843478260869564,1
13167,25.0,15.000000000000014,43.599999999999994,15.000000000000014,2.9066666666666667,1
13168,177.0,44.0,127.86,44.0,2.9059090909090908,0
13169,197.00000000000003,4.000000000000014,18.900000000000034,4.000000000000014,4.725,0
13173,2.0,184.0,474.0,184.0,2.5760869565217392,1
13174,4.0,751.0,2129.92,751.0,2.8361118508655125,2
13175,217.0,39.00000000000001,87.74999999999999,39.00000000000001,2.25,0
13177,65.0,13.0,39.400000000000006,13.0,3.0307692307692307,1
13178,32.0,419.0,787.3399999999999,419.0,1.87909307875895,2
13179,253.0,33.99999999999999,70.84000000000003,33.99999999999999,2.083529411764706,0
13180,242.0,4.000000000000014,15.050000000000011,4.000000000000014,3.7625,0
13181,16.0,19.0,53.07000000000002,19.0,2.7931578947368423,1
13183,29.0,33.99999999999999,54.150000000000034,33.99999999999999,1.5926470588235293,1
13187,259.0,19.0,16.099999999999994,19.0,0.8473684210526313,0
13190,179.0,13.0,31.950000000000017,13.0,2.457692307692308,0
13191,293.0,58.0,102.33000000000003,58.0,1.764310344827586,0
13192,170.0,88.99999999999999,196.75000000000003,88.99999999999999,2.210674157303371,0
13194,56.00000000000001,4.000000000000014,7.80000000000004,4.000000000000014,1.95,1
13195,49.0,45.00000000000001,89.4,45.00000000000001,1.9866666666666668,1
13196,78.0,68.00000000000001,139.75,68.00000000000001,2.0551470588235294,1
13197,244.0,18.000000000000014,47.24000000000001,18.000000000000014,2.6244444444444444,0
13198,22.0,83.0,225.92999999999998,83.0,2.7220481927710845,1
13199,0.9999999999999858,56.000000000000014,145.24,56.000000000000014,2.593571428571429,1
13201,137.0,76.00000000000001,120.66000000000001,76.00000000000001,1.5876315789473683,1
13202,29.0,60.0,215.84999999999997,60.0,3.5974999999999997,1
13203,21.0,106.0,181.12,106.0,1.7086792452830188,1
13204,366.0,48.000000000000014,128.03000000000003,48.000000000000014,2.667291666666667,0
13206,34.99999999999999,525.0,982.2900000000001,525.0,1.8710285714285713,2
13207,86.00000000000001,5.0,29.75000000000003,5.0,5.950000000000001,0
13208,84.00000000000001,90.99999999999999,178.09000000000003,90.99999999999999,1.9570329670329671,1
13209,149.0,21.000000000000014,66.40000000000003,21.000000000000014,3.161904761904762,0
13211,32.0,139.0,206.01000000000002,139.0,1.4820863309352517,1
13213,18.0,98.0,242.11,98.0,2.470510204081633,1
13214,52.0,213.0,360.58,213.0,1.6928638497652582,1
13219,253.0,11.0,76.22999999999999,11.0,6.93,0
13220,210.0,29.000000000000007,98.30000000000003,29.000000000000007,3.389655172413793,0
13222,212.0,1.0000000000000142,2.9499999999999886,1.0000000000000142,2.95,0
13223,300.0,1.0000000000000142,1.2500000000000284,1.0000000000000142,1.25,0
13225,56.00000000000001,45.00000000000001,161.80000000000004,45.00000000000001,3.595555555555556,1
13226,28.000000000000007,12.000000000000014,30.50000000000003,12.000000000000014,2.5416666666666665,1
13230,0.0,634.0,1306.7099999999998,634.0,2.061056782334385,2
13233,55.0,23.000000000000014,49.950000000000045,23.000000000000014,2.1717391304347826,1
13234,307.0,57.000000000000014,147.03000000000003,57.000000000000014,2.579473684210526,0
13237,22.0,22.0,110.2,22.0,5.009090909090909,1
13238,65.0,15.000000000000014,35.25,15.000000000000014,2.35,1
13239,72.0,62.000000000000014,139.08000000000004,62.000000000000014,2.2432258064516133,1
13240,0.0,153.0,347.26,153.0,2.269673202614379,1
13241,46.0,39.00000000000001,95.57,39.00000000000001,2.45051282051282,1
13242,86.00000000000001,22.0,42.900000000000034,22.0,1.95,1
13243,84.00000000000001,139.0,312.72999999999996,139.0,2.2498561151079137,1
13245,67.0,28.000000000000007,71.64000000000001,28.000000000000007,2.5585714285714287,1
13246,28.000000000000007,229.0,331.33,229.0,1.4468558951965067,1
13249,280.0,3.000000000000014,4.350000000000023,3.000000000000014,1.45,0
13250,95.0,19.0,46.72,19.0,2.4589473684210525,1
13251,37.00000000000001,25.0,38.29000000000002,25.0,1.5316,1
13252,29.0,16.0,44.30000000000001,16.0,2.76875,1
13253,65.0,21.000000000000014,53.55000000000001,21.000000000000014,2.5500000000000003,1
13254,11.0,4.000000000000014,10.090000000000003,4.000000000000014,2.5225,1
13255,8.0,10.000000000000014,16.450000000000017,10.000000000000014,1.645,1
13257,71.0,5.0,17.349999999999994,5.0,3.47,1
13258,14.0,8.0,17.099999999999994,8.0,2.1374999999999997,1
13259,32.0,217.0,615.0,217.0,2.834101382488479,1
13262,24.0,36.00000000000001,123.5,36.00000000000001,3.4305555555555554,1
13263,28.000000000000007,230.0,606.6400000000001,230.0,2.6375652173913045,1
13264,77.0,35.0,83.39,35.0,2.3825714285714286,1
13266,57.0,106.0,185.25000000000003,106.0,1.7476415094339623,1
13267,0.9999999999999858,202.0,598.26,202.0,2.9616831683168314,1
13269,4.0,145.0,289.37,145.0,1.9956551724137932,1
13274,44.00000000000001,17.0,47.75000000000003,17.0,2.8088235294117645,1
13275,18.0,47.0,87.82999999999998,47.0,1.8687234042553191,1
13276,32.0,198.0,548.34,198.0,2.7693939393939395,1
13277,15.0,14.0,18.100000000000023,14.0,1.292857142857143,1
13278,34.0,58.0,116.49000000000001,58.0,2.0084482758620688,1
13280,14.0,107.0,251.21,107.0,2.3477570093457945,1
13281,74.0,22.0,53.66,22.0,2.4390909090909094,1
13282,41.0,14.0,39.599999999999994,14.0,2.8285714285714287,1
13283,202.0,12.000000000000014,30.099999999999994,12.000000000000014,2.5083333333333333,0
13285,235.00000000000003,38.000000000000014,86.11000000000003,38.000000000000014,2.2660526315789475,0
13286,235.00000000000003,41.0,122.96000000000002,41.0,2.9990243902439024,0
13287,238.0,49.000000000000014,134.62,49.000000000000014,2.7473469387755105,0
13288,144.0,3.000000000000014,3.950000000000017,3.000000000000014,1.3166666666666667,1
13289,358.0,14.0,44.349999999999994,14.0,3.167857142857143,0
13291,49.0,251.0,646.64,251.0,2.576254980079681,2
13292,50.0,24.0,81.32000000000001,24.0,3.3883333333333336,1
13293,27.000000000000007,67.0,189.15000000000003,67.0,2.823134328358209,1
13294,281.0,46.000000000000014,93.44,46.000000000000014,2.031304347826087,0
13295,11.0,54.000000000000014,106.16000000000003,54.000000000000014,1.9659259259259259,1
13296,58.0,45.00000000000001,67.63,45.00000000000001,1.5028888888888887,1
13297,20.0,39.00000000000001,104.42000000000002,39.00000000000001,2.6774358974358976,1
13299,58.0,47.0,150.02,47.0,3.1919148936170214,1
13300,23.0,31.000000000000007,120.3,31.000000000000007,3.880645161290322,1
13303,34.99999999999999,3.000000000000014,7.590000000000032,3.000000000000014,2.53,1
13304,90.0,52.0,131.69,52.0,2.5324999999999998,1
13305,7.0,101.0,246.47999999999996,101.0,2.4403960396039603,1
13306,65.0,4.000000000000014,3.8100000000000023,4.000000000000014,0.9524999999999999,1
13307,227.0,12.000000000000014,31.189999999999998,12.000000000000014,2.5991666666666666,0
13308,231.0,16.0,32.85000000000002,16.0,2.053125,0
13309,27.000000000000007,23.000000000000014,20.930000000000035,23.000000000000014,0.9100000000000001,1
13310,15.0,23.000000000000014,74.58000000000001,23.000000000000014,3.242608695652174,1
13312,86.00000000000001,5.0,17.849999999999994,5.0,3.5700000000000003,1
13313,114.0,103.0,228.02999999999997,103.0,2.213883495145631,1
13315,324.0,21.000000000000014,43.00999999999999,21.000000000000014,2.048095238095238,0
13316,27.000000000000007,43.000000000000014,118.88,43.000000000000014,2.7646511627906976,1
13317,20.0,191.0,506.92099999999994,191.0,2.6540366492146594,1
13319,0.0,426.99999999999994,1290.44,426.99999999999994,3.022107728337237,2
13320,69.0,44.0,77.70000000000002,44.0,1.7659090909090909,1
13324,63.00000000000001,29.000000000000007,94.14999999999999,29.000000000000007,3.246551724137931,1
13326,67.0,12.000000000000014,25.140000000000015,12.000000000000014,2.095,1
13327,0.0,225.0,566.84,225.0,2.519288888888889,1
13329,0.9999999999999858,74.0,97.60000000000002,74.0,1.3189189189189192,1
13330,90.0,56.000000000000014,86.75000000000003,56.000000000000014,1.5491071428571426,1
13331,35.99999999999999,9.0,36.75000000000003,9.0,4.083333333333333,1
13333,46.0,47.0,105.55,47.0,2.2457446808510637,1
13334,171.0,200.0,541.24,200.0,2.7062,1
13337,181.0,70.00000000000001,160.29000000000002,70.00000000000001,2.2898571428571426,0
13338,176.0,87.99999999999999,244.99,87.99999999999999,2.783977272727273,0
13340,52.0,28.000000000000007,99.62,28.000000000000007,3.557857142857143,1
13346,97.0,3.000000000000014,7.600000000000023,3.000000000000014,2.533333333333333,1
13357,129.0,275.0,683.4800000000001,275.0,2.485381818181818,2
13359,38.0,29.999999999999993,110.00000000000003,29.999999999999993,3.6666666666666665,1
13360,66.0,56.000000000000014,114.39000000000003,56.000000000000014,2.0426785714285716,1
13361,107.0,33.0,147.15,33.0,4.459090909090909,0
13362,13.0,126.99999999999999,391.5,126.99999999999999,3.0826771653543306,1
13363,44.00000000000001,40.000000000000014,88.64000000000003,40.000000000000014,2.216,1
13367,66.0,18.000000000000014,40.10000000000002,18.000000000000014,2.227777777777778,1
13368,49.0,22.0,51.120000000000005,22.0,2.3236363636363637,1
13369,0.0,12.000000000000014,31.669999999999987,12.000000000000014,2.6391666666666667,1
13370,6.0,31.999999999999993,86.95,31.999999999999993,2.7171875,1
13371,140.0,76.00000000000001,205.58000000000004,76.00000000000001,2.705,1
13373,50.0,169.0,413.09000000000003,169.0,2.4443195266272193,1
13374,49.0,15.000000000000014,44.25,15.000000000000014,2.95,1
13375,79.0,25.0,87.62000000000002,25.0,3.5048000000000004,1
13377,31.0,65.00000000000001,181.31,65.00000000000001,2.7893846153846154,1
13380,67.0,3.000000000000014,3.950000000000017,3.000000000000014,1.3166666666666667,1
13381,14.0,142.0,288.05,142.0,2.0285211267605634,1
13382,63.00000000000001,69.0,150.20000000000002,69.0,2.1768115942028983,1
13384,25.0,93.99999999999999,208.14000000000004,93.99999999999999,2.2142553191489363,1
